feature,mean_abs_shap,zone,feature_set
NO_3__ws_forecast_Solar_mw,0.0,NO_1,full
NO_3__ws_forecast_Wind_Offshore_mw,0.0,NO_1,full
NO_5__gas_price_eur_mwh_lag_24,0.0,NO_1,full
NO_5__gen_Hydro_Pumped_Storage_Actual_Consumption_mw_lag_1,0.0,NO_1,full
NO_5__gas_price_eur_mwh_roll_mean_168,0.0,NO_1,full
NO_5__gas_price_eur_mwh_roll_mean_24,0.0,NO_1,full
NO_5__ws_forecast_total_mw,0.0,NO_1,full
NO_5__ws_forecast_Wind_Onshore_mw,0.0,NO_1,full
NO_5__ws_forecast_Solar_mw,0.0,NO_1,full
gas_price_eur_mwh_lag_1,0.0,NO_1,full
NO_2__ws_forecast_Solar_mw,0.0,NO_1,full
NO_2__ws_forecast_Wind_Offshore_mw,0.0,NO_1,full
NO_5__ws_forecast_Wind_Offshore_mw,0.0,NO_1,full
NO_5__ws_forecast_total_mw_lag_1,0.0,NO_1,full
gas_price_eur_mwh_lag_24,0.0,NO_1,full
gas_price_eur_mwh_roll_mean_24,0.0,NO_1,full
gas_price_eur_mwh_lag_168,0.0,NO_1,full
NO_3__gen_Biomass_mw_lag_1,0.0,NO_1,full
NO_3__gen_Hydro_Pumped_Storage_Actual_Consumption_mw_lag_1,0.0,NO_1,full
NO_3__gen_Hydro_Pumped_Storage_Actual_Consumption_share_lag_1,0.0,NO_1,full
NO_3__gen_Biomass_Actual_Aggregated_mw_lag_1,0.0,NO_1,full
NO_3__gen_Biomass_Actual_Aggregated_share_lag_1,0.0,NO_1,full
NO_3__gen_Biomass_share_lag_1,0.0,NO_1,full
gen_Biomass_share_lag_1,0.0,NO_1,full
gas_price_eur_mwh_roll_std_24,0.0,NO_1,full
gen_Biomass_mw_lag_1,0.0,NO_1,full
ws_forecast_Solar_mw,0.0,NO_1,full
ws_forecast_Wind_Offshore_mw,0.0,NO_1,full
NO_2__gen_Hydro_Pumped_Storage_Actual_Consumption_share_lag_1,0.0,NO_1,full
NO_2__gen_Hydro_Pumped_Storage_Actual_Consumption_mw_lag_1,0.0,NO_1,full
price_eur_mwh_lag_1,24.170654756951933,NO_2,autoregressive
price_eur_mwh_roll_mean_3,4.315014137084873,NO_2,autoregressive
price_eur_mwh_lag_2,3.521244572494192,NO_2,autoregressive
hour,2.960609469484075,NO_2,autoregressive
price_eur_mwh_roll_mean_24,1.6635566737312655,NO_2,autoregressive
price_eur_mwh_lag_3,1.2966528458586941,NO_2,autoregressive
price_eur_mwh_lag_24,0.7977142483111556,NO_2,autoregressive
price_eur_mwh_roll_std_12,0.6277267697757057,NO_2,autoregressive
month,0.5987811527818555,NO_2,autoregressive
price_eur_mwh_roll_mean_12,0.5869315528071795,NO_2,autoregressive
price_eur_mwh_lag_48,0.5666889850865567,NO_2,autoregressive
day_of_week,0.5361676777666599,NO_2,autoregressive
price_eur_mwh_roll_mean_72,0.5204072602817148,NO_2,autoregressive
price_eur_mwh_roll_std_3,0.47498296200519136,NO_2,autoregressive
price_eur_mwh_roll_mean_168,0.4611635014423712,NO_2,autoregressive
price_eur_mwh_roll_std_24,0.4139057740967916,NO_2,autoregressive
price_eur_mwh_lag_168,0.4060098017373185,NO_2,autoregressive
price_eur_mwh_roll_std_72,0.3302157310405741,NO_2,autoregressive
price_eur_mwh_roll_std_6,0.3288265119405234,NO_2,autoregressive
price_eur_mwh_roll_std_168,0.31862804494206165,NO_2,autoregressive
price_eur_mwh_roll_mean_6,0.3128579663228509,NO_2,autoregressive
is_weekend,0.08858718381304106,NO_2,autoregressive
NO_1__gen_Hydro_Water_Reservoir_share_lag_1,3.466384370908422,NO_2,exogenous
gen_total_mw_lag_1,3.1649206462589126,NO_2,exogenous
NO_4__gen_Hydro_Water_Reservoir_mw_lag_1,2.5703790094534735,NO_2,exogenous
flow_NO_2_to_GB_mw_lag_1,2.457126333561682,NO_2,exogenous
gen_Hydro_Pumped_Storage_mw_lag_1,2.393703966434225,NO_2,exogenous
gen_renewable_mw_lag_1,2.2794788875733802,NO_2,exogenous
NO_5__outage_unavailable_mw_roll_mean_168,1.818633467616219,NO_2,exogenous
NO_1__gen_renewable_share_lag_1,1.804337140748256,NO_2,exogenous
gen_Hydro_Water_Reservoir_mw_lag_1,1.6130779057391016,NO_2,exogenous
load_forecast_mw,1.4725685308248766,NO_2,exogenous
NO_4__gen_renewable_share_lag_1,1.4403781649780651,NO_2,exogenous
ws_forecast_Wind_Onshore_mw,1.4062148468542723,NO_2,exogenous
NO_4__gen_Hydro_Run_of_river_and_poundage_mw_lag_1,1.2961102714343578,NO_2,exogenous
NO_5__gen_total_mw_lag_1,1.15190331219323,NO_2,exogenous
NO_1__load_mw_roll_std_6,1.14366621129262,NO_2,exogenous
outage_unavailable_mw,1.0675950301838801,NO_2,exogenous
NO_3__load_forecast_mw,1.003283029461849,NO_2,exogenous
NO_3__gen_Hydro_Run_of_river_and_poundage_mw_lag_1,0.9596977938591779,NO_2,exogenous
flow_NO_2_to_NL_mw_lag_1,0.9252679199804398,NO_2,exogenous
gen_Hydro_Water_Reservoir_share_lag_1,0.8708301105484748,NO_2,exogenous
NO_3__gen_renewable_share_lag_1,0.8446236568426346,NO_2,exogenous
NO_1__load_mw_roll_std_3,0.8222370303639871,NO_2,exogenous
NO_1__load_forecast_mw,0.8164185797086663,NO_2,exogenous
NO_1__gas_price_eur_mwh_roll_mean_168,0.730531504325086,NO_2,exogenous
flow_NO_2_to_DK_1_mw_lag_1,0.6808103224048587,NO_2,exogenous
NO_4__load_mw_roll_mean_168,0.6696839244531783,NO_2,exogenous
gen_Hydro_Run_of_river_and_poundage_share_lag_1,0.6678060420773045,NO_2,exogenous
NO_5__load_mw_roll_mean_168,0.6660984501389307,NO_2,exogenous
NO_5__outage_event_count_roll_mean_168,0.6499322170512714,NO_2,exogenous
NO_4__outage_unavailable_mw_lag_168,0.6409172769921282,NO_2,exogenous
NO_1__load_mw_roll_mean_168,0.6307930124510063,NO_2,exogenous
load_mw_lag_168,0.6187252922017328,NO_2,exogenous
outage_event_count_roll_mean_168,0.6154657796404625,NO_2,exogenous
NO_4__load_forecast_mw,0.6129557528150718,NO_2,exogenous
NO_1__load_mw_lag_24,0.5794099407725154,NO_2,exogenous
NO_4__flow_NO_4_to_SE_1_mw_lag_1,0.5378044105656458,NO_2,exogenous
NO_5__gen_Hydro_Run_of_river_and_poundage_share_lag_1,0.537018298154507,NO_2,exogenous
load_mw_lag_3,0.5284746040738953,NO_2,exogenous
NO_4__outage_unavailable_mw_roll_mean_168,0.4972330607569773,NO_2,exogenous
NO_1__flow_NO_1_to_SE_3_mw_lag_1,0.4902371224674368,NO_2,exogenous
NO_1__gas_price_eur_mwh_roll_std_168,0.4848951236583169,NO_2,exogenous
NO_1__load_mw_roll_std_168,0.4664981815996089,NO_2,exogenous
NO_4__flow_NO_4_to_SE_2_mw_lag_1,0.46559721269462245,NO_2,exogenous
NO_1__load_mw_roll_std_12,0.4602858993565804,NO_2,exogenous
gen_Hydro_Run_of_river_and_poundage_Actual_Aggregated_share_lag_1,0.459306717196209,NO_2,exogenous
NO_1__gas_price_eur_mwh_lag_1,0.4334270781287614,NO_2,exogenous
NO_5__load_mw_lag_24,0.4293148229271817,NO_2,exogenous
NO_4__flow_total_mw_lag_24,0.41888719727011947,NO_2,exogenous
NO_1__gas_price_eur_mwh_lag_168,0.4106886864948308,NO_2,exogenous
gen_Hydro_Pumped_Storage_Actual_Aggregated_mw_lag_1,0.39984897044820694,NO_2,exogenous
NO_1__load_mw_roll_mean_12,0.38843431157876174,NO_2,exogenous
NO_1__gas_price_eur_mwh_lag_24,0.38687172515247903,NO_2,exogenous
NO_4__flow_total_mw_lag_168,0.3826676571959266,NO_2,exogenous
outage_unavailable_mw_roll_mean_24,0.37593780472039867,NO_2,exogenous
NO_5__gen_Hydro_Run_of_river_and_poundage_mw_lag_1,0.3645000837541275,NO_2,exogenous
NO_3__load_mw_roll_mean_168,0.36003161162254393,NO_2,exogenous
NO_1__load_mw_lag_168,0.35129938792039167,NO_2,exogenous
NO_5__load_forecast_mw,0.34982376115544267,NO_2,exogenous
NO_5__gen_renewable_mw_lag_1,0.34964815613026023,NO_2,exogenous
NO_5__outage_unavailable_mw_lag_168,0.341463796077899,NO_2,exogenous
NO_5__flow_total_mw_lag_1,0.3339206097696439,NO_2,exogenous
NO_5__load_mw_roll_std_6,0.3311109666662381,NO_2,exogenous
load_mw_lag_24,0.3149402224415988,NO_2,exogenous
NO_4__outage_event_count_roll_mean_168,0.3089222691246825,NO_2,exogenous
load_mw_roll_mean_12,0.30578645432678003,NO_2,exogenous
NO_5__load_mw_lag_3,0.30005491759553327,NO_2,exogenous
ws_forecast_total_mw_lag_1,0.29196770680974077,NO_2,exogenous
gen_Hydro_Pumped_Storage_share_lag_1,0.2910407375602071,NO_2,exogenous
NO_1__load_mw_lag_3,0.283425246230846,NO_2,exogenous
NO_5__gen_Hydro_Pumped_Storage_mw_lag_1,0.2764259025632978,NO_2,exogenous
load_mw_roll_std_3,0.27202284503459556,NO_2,exogenous
NO_3__load_mw_roll_std_12,0.2647906517845463,NO_2,exogenous
NO_5__load_mw_roll_std_12,0.26207018592330233,NO_2,exogenous
NO_4__flow_total_mw_lag_1,0.25596924351936806,NO_2,exogenous
NO_1__gas_price_eur_mwh_roll_std_24,0.2521348970809304,NO_2,exogenous
outage_unavailable_mw_roll_mean_168,0.25119112901663904,NO_2,exogenous
NO_4__gen_total_mw_lag_1,0.2480461817669007,NO_2,exogenous
ws_forecast_total_mw,0.23599405535535978,NO_2,exogenous
NO_4__gen_Hydro_Run_of_river_and_poundage_share_lag_1,0.2348962325878935,NO_2,exogenous
NO_5__outage_unavailable_mw_lag_24,0.22392523236275277,NO_2,exogenous
NO_5__load_mw_lag_168,0.21735776215422065,NO_2,exogenous
load_mw_roll_std_24,0.20629518777302672,NO_2,exogenous
NO_3__load_forecast_mw_lag_1,0.20584625471836068,NO_2,exogenous
load_mw_roll_mean_3,0.205517094020823,NO_2,exogenous
NO_3__flow_NO_3_to_NO_5_mw_lag_1,0.20529395405462453,NO_2,exogenous
NO_5__flow_total_mw_lag_24,0.20282775196759087,NO_2,exogenous
NO_1__flow_NO_1_to_NO_3_mw_lag_1,0.20212782647334432,NO_2,exogenous
flow_total_mw_lag_168,0.19770127530468018,NO_2,exogenous
outage_event_count_roll_mean_24,0.1944892303579057,NO_2,exogenous
NO_1__outage_event_count_roll_mean_168,0.19279194837492553,NO_2,exogenous
NO_1__gas_price_eur_mwh_roll_mean_24,0.1859343465601814,NO_2,exogenous
NO_5__outage_event_count_lag_168,0.18432545634267436,NO_2,exogenous
load_mw_roll_std_12,0.18383365450356703,NO_2,exogenous
outage_unavailable_mw_lag_1,0.18203471600646096,NO_2,exogenous
NO_5__flow_total_mw_lag_168,0.1783614012749611,NO_2,exogenous
NO_3__load_mw_lag_3,0.17574094841421337,NO_2,exogenous
NO_4__gen_renewable_mw_lag_1,0.17489844183904438,NO_2,exogenous
NO_3__gen_Hydro_Run_of_river_and_poundage_share_lag_1,0.17359070116950437,NO_2,exogenous
NO_1__load_forecast_mw_lag_1,0.17262612416256268,NO_2,exogenous
gen_Hydro_Water_Reservoir_Actual_Aggregated_mw_lag_1,0.17217591847384056,NO_2,exogenous
NO_5__gen_Hydro_Water_Reservoir_mw_lag_1,0.16970686106364097,NO_2,exogenous
load_mw_roll_mean_168,0.16775772002336434,NO_2,exogenous
load_forecast_mw_lag_1,0.1675367014598166,NO_2,exogenous
NO_1__gen_Hydro_Run_of_river_and_poundage_mw_lag_1,0.1669147389796099,NO_2,exogenous
NO_3__gen_Hydro_Water_Reservoir_mw_lag_1,0.16541819293118948,NO_2,exogenous
NO_3__load_mw_lag_24,0.16134833711237717,NO_2,exogenous
NO_1__gen_Hydro_Water_Reservoir_mw_lag_1,0.15894203860275413,NO_2,exogenous
NO_5__load_mw_roll_std_3,0.15431885313456223,NO_2,exogenous
flow_total_mw_lag_1,0.15417307501456504,NO_2,exogenous
NO_5__gen_Hydro_Pumped_Storage_share_lag_1,0.14915990337733062,NO_2,exogenous
load_mw_roll_std_168,0.1486911683028427,NO_2,exogenous
NO_3__load_mw_roll_std_6,0.14793190069892598,NO_2,exogenous
NO_5__load_mw_roll_std_168,0.1456970298376029,NO_2,exogenous
NO_4__load_mw_roll_std_168,0.1451720741398419,NO_2,exogenous
NO_3__load_mw_roll_mean_12,0.14316325553537343,NO_2,exogenous
NO_5__load_forecast_mw_lag_1,0.14311592830336262,NO_2,exogenous
NO_3__load_mw_roll_mean_3,0.1418907895342323,NO_2,exogenous
NO_3__load_mw_roll_mean_24,0.13972926024325585,NO_2,exogenous
NO_1__outage_event_count_lag_168,0.13791384122923905,NO_2,exogenous
flow_total_mw_lag_24,0.137620678045591,NO_2,exogenous
NO_1__ws_forecast_Wind_Onshore_mw,0.13744044328440955,NO_2,exogenous
NO_1__flow_NO_1_to_NO_2_mw_lag_1,0.13556656662442543,NO_2,exogenous
NO_5__load_mw_roll_mean_24,0.13536362087875625,NO_2,exogenous
NO_4__load_mw_lag_3,0.13484810201645997,NO_2,exogenous
gen_Wind_Onshore_share_lag_1,0.1336880559520099,NO_2,exogenous
NO_1__flow_total_mw_lag_24,0.1330003691458281,NO_2,exogenous
NO_5__load_mw_roll_mean_6,0.13107342275989614,NO_2,exogenous
gen_Hydro_Run_of_river_and_poundage_Actual_Aggregated_mw_lag_1,0.1300316021111013,NO_2,exogenous
NO_3__load_mw_lag_168,0.1296655647804866,NO_2,exogenous
NO_5__load_mw_roll_std_24,0.129434185593251,NO_2,exogenous
NO_4__load_mw_roll_mean_6,0.12611859468759223,NO_2,exogenous
NO_1__flow_total_mw_lag_168,0.12438736045943069,NO_2,exogenous
gen_renewable_share_lag_1,0.12330527709464231,NO_2,exogenous
NO_4__outage_event_count_roll_mean_24,0.12324983786214622,NO_2,exogenous
NO_5__outage_unavailable_mw_roll_mean_24,0.12047932009384876,NO_2,exogenous
NO_5__load_mw_roll_mean_3,0.1188170569699975,NO_2,exogenous
NO_1__gen_Solar_mw_lag_1,0.11646337788071534,NO_2,exogenous
outage_unavailable_mw_lag_24,0.11616024002102941,NO_2,exogenous
load_mw_roll_mean_6,0.11502709968073975,NO_2,exogenous
NO_1__load_mw_roll_std_24,0.11486350768460324,NO_2,exogenous
NO_3__load_mw_roll_mean_6,0.11363878861067997,NO_2,exogenous
NO_5__outage_unavailable_mw,0.1115144751423175,NO_2,exogenous
NO_3__load_mw_lag_1,0.11068833232220736,NO_2,exogenous
gen_Hydro_Pumped_Storage_Actual_Aggregated_share_lag_1,0.10670393104230207,NO_2,exogenous
NO_4__load_mw_roll_mean_24,0.10636986444017936,NO_2,exogenous
NO_3__load_mw_roll_std_24,0.10618629246461848,NO_2,exogenous
gen_Hydro_Water_Reservoir_Actual_Aggregated_share_lag_1,0.10433221353304427,NO_2,exogenous
load_mw_roll_std_6,0.10399264827750705,NO_2,exogenous
gen_Hydro_Run_of_river_and_poundage_mw_lag_1,0.1039916685610686,NO_2,exogenous
NO_1__ws_forecast_total_mw_lag_1,0.10220797051309183,NO_2,exogenous
NO_3__gen_Wind_Onshore_share_lag_1,0.10194787394860844,NO_2,exogenous
NO_4__load_mw_roll_std_6,0.10022205575698964,NO_2,exogenous
NO_1__gen_Solar_share_lag_1,0.09722762973689703,NO_2,exogenous
NO_3__gas_price_eur_mwh_lag_1,0.09565269228370926,NO_2,exogenous
NO_4__ws_forecast_Wind_Onshore_mw,0.09503958748482365,NO_2,exogenous
NO_1__load_mw_roll_mean_3,0.09445518717146317,NO_2,exogenous
outage_unavailable_mw_lag_168,0.09386110343636501,NO_2,exogenous
NO_4__load_mw_roll_std_12,0.09349991000170416,NO_2,exogenous
NO_3__gas_price_eur_mwh_roll_mean_168,0.09269621734852433,NO_2,exogenous
NO_5__load_mw_lag_1,0.09229267475326097,NO_2,exogenous
NO_3__flow_NO_3_to_SE_2_mw_lag_1,0.09224040478247332,NO_2,exogenous
NO_4__load_mw_roll_mean_12,0.09032372312851913,NO_2,exogenous
NO_1__gen_Hydro_Run_of_river_and_poundage_share_lag_1,0.09024869686069255,NO_2,exogenous
NO_4__load_forecast_mw_lag_1,0.08804981010316446,NO_2,exogenous
NO_3__gas_price_eur_mwh_lag_24,0.08740251648112803,NO_2,exogenous
NO_5__gen_renewable_share_lag_1,0.0859154897707557,NO_2,exogenous
NO_4__outage_unavailable_mw_roll_mean_24,0.08343015546653436,NO_2,exogenous
NO_4__load_mw_roll_std_24,0.0833968422702429,NO_2,exogenous
NO_3__gen_total_mw_lag_1,0.08268174332018847,NO_2,exogenous
NO_3__flow_total_mw_lag_24,0.08256006532673019,NO_2,exogenous
NO_3__gas_price_eur_mwh_lag_168,0.08224748881982662,NO_2,exogenous
NO_3__gen_Hydro_Pumped_Storage_Actual_Aggregated_share_lag_1,0.08205360585390051,NO_2,exogenous
NO_5__outage_event_count_roll_mean_24,0.08199784911663724,NO_2,exogenous
NO_4__outage_unavailable_mw_lag_1,0.08183045142929515,NO_2,exogenous
NO_1__load_mw_roll_mean_6,0.08135223870851561,NO_2,exogenous
NO_5__load_mw_roll_mean_12,0.08116122900658591,NO_2,exogenous
NO_4__load_mw_lag_24,0.08004778769448945,NO_2,exogenous
NO_1__load_mw_roll_mean_24,0.07904205704184017,NO_2,exogenous
NO_5__outage_event_count,0.07880903758351897,NO_2,exogenous
NO_1__flow_total_mw_lag_1,0.0786295289859869,NO_2,exogenous
NO_1__gen_Wind_Onshore_share_lag_1,0.07746401317294051,NO_2,exogenous
NO_5__gen_Hydro_Water_Reservoir_Actual_Aggregated_mw_lag_1,0.07715890031807483,NO_2,exogenous
NO_1__outage_event_count_roll_mean_24,0.07548749469283572,NO_2,exogenous
NO_4__outage_unavailable_mw_lag_24,0.074286834264332,NO_2,exogenous
NO_1__outage_unavailable_mw_lag_168,0.07363544837013562,NO_2,exogenous
NO_4__ws_forecast_total_mw_lag_1,0.07226947280688298,NO_2,exogenous
NO_3__gen_Hydro_Pumped_Storage_mw_lag_1,0.07221067415366325,NO_2,exogenous
NO_3__gen_Hydro_Water_Reservoir_share_lag_1,0.07152431718198929,NO_2,exogenous
load_mw_roll_mean_24,0.07144702551954187,NO_2,exogenous
NO_5__outage_event_count_lag_24,0.07136526982163513,NO_2,exogenous
NO_4__gen_Hydro_Water_Reservoir_share_lag_1,0.07118895180561119,NO_2,exogenous
NO_4__load_mw_lag_1,0.07077602939581217,NO_2,exogenous
NO_1__gen_Wind_Onshore_mw_lag_1,0.06898888512270247,NO_2,exogenous
NO_1__gen_renewable_mw_lag_1,0.06835334829787985,NO_2,exogenous
NO_4__load_mw_roll_mean_3,0.06682000146974594,NO_2,exogenous
NO_3__flow_NO_1_to_NO_3_mw_lag_1,0.06597847714188489,NO_2,exogenous
NO_4__gen_Wind_Onshore_share_lag_1,0.06487921705322888,NO_2,exogenous
NO_3__gas_price_eur_mwh_roll_std_168,0.06120579808831638,NO_2,exogenous
NO_3__load_mw_roll_std_168,0.06109983401487165,NO_2,exogenous
NO_3__flow_total_mw_lag_168,0.061062048479774256,NO_2,exogenous
NO_4__load_mw_lag_168,0.05927808079211249,NO_2,exogenous
NO_5__outage_unavailable_mw_lag_1,0.05840715707323664,NO_2,exogenous
NO_3__gen_Hydro_Water_Reservoir_Actual_Aggregated_mw_lag_1,0.05808683611218302,NO_2,exogenous
NO_4__outage_unavailable_mw,0.05796518141876494,NO_2,exogenous
NO_1__gen_total_mw_lag_1,0.05699854012628156,NO_2,exogenous
NO_3__ws_forecast_Wind_Onshore_mw,0.05581368755598291,NO_2,exogenous
NO_3__flow_total_mw_lag_1,0.05568462560312917,NO_2,exogenous
NO_4__flow_NO_4_to_FI_mw_lag_1,0.05487278583855871,NO_2,exogenous
load_mw_lag_1,0.05480513342974861,NO_2,exogenous
gen_Wind_Onshore_mw_lag_1,0.05351702186621454,NO_2,exogenous
NO_3__gen_renewable_mw_lag_1,0.05312956873912194,NO_2,exogenous
NO_1__outage_unavailable_mw_roll_mean_24,0.05270030720424981,NO_2,exogenous
NO_5__gen_Hydro_Water_Reservoir_share_lag_1,0.05183816492696773,NO_2,exogenous
NO_1__outage_unavailable_mw_roll_mean_168,0.04980416992093665,NO_2,exogenous
NO_4__gen_Wind_Onshore_mw_lag_1,0.049777947911106256,NO_2,exogenous
outage_event_count_lag_168,0.04874065213322823,NO_2,exogenous
NO_3__gas_price_eur_mwh_roll_mean_24,0.04654944293704375,NO_2,exogenous
NO_4__load_mw_roll_std_3,0.04633840180218073,NO_2,exogenous
NO_1__load_mw_lag_1,0.045492627828160444,NO_2,exogenous
NO_4__gas_price_eur_mwh_lag_1,0.04452151559215739,NO_2,exogenous
NO_3__load_mw_roll_std_3,0.04449009975967807,NO_2,exogenous
NO_5__flow_NO_2_to_NO_5_mw_lag_1,0.04344630530204725,NO_2,exogenous
flow_NO_1_to_NO_2_mw_lag_1,0.04275621598038012,NO_2,exogenous
NO_1__outage_event_count,0.04192713497890046,NO_2,exogenous
outage_event_count,0.04083688010167183,NO_2,exogenous
NO_5__flow_NO_3_to_NO_5_mw_lag_1,0.03998259832498069,NO_2,exogenous
NO_1__ws_forecast_total_mw,0.03959965507750577,NO_2,exogenous
NO_3__gen_Wind_Onshore_mw_lag_1,0.03796680656965258,NO_2,exogenous
NO_4__gas_price_eur_mwh_lag_24,0.03732449882994141,NO_2,exogenous
NO_5__gen_Hydro_Pumped_Storage_Actual_Aggregated_mw_lag_1,0.03634967959129988,NO_2,exogenous
NO_4__gas_price_eur_mwh_roll_mean_168,0.03592268484044136,NO_2,exogenous
NO_3__ws_forecast_total_mw_lag_1,0.03530057453504261,NO_2,exogenous
NO_4__gas_price_eur_mwh_roll_std_168,0.03375125499345395,NO_2,exogenous
NO_4__outage_event_count_lag_168,0.032253717128333775,NO_2,exogenous
gen_Wind_Onshore_Actual_Aggregated_share_lag_1,0.03183069165221225,NO_2,exogenous
NO_3__gen_Hydro_Pumped_Storage_share_lag_1,0.03126113409872361,NO_2,exogenous
NO_5__gen_Hydro_Pumped_Storage_Actual_Aggregated_share_lag_1,0.02843786723500202,NO_2,exogenous
NO_3__gas_price_eur_mwh_roll_std_24,0.028230813542743174,NO_2,exogenous
NO_3__gen_Hydro_Run_of_river_and_poundage_Actual_Aggregated_mw_lag_1,0.028011207137121436,NO_2,exogenous
NO_3__gen_Wind_Onshore_Actual_Aggregated_mw_lag_1,0.02760122167459984,NO_2,exogenous
NO_5__gen_Hydro_Run_of_river_and_poundage_Actual_Aggregated_share_lag_1,0.02750980730424199,NO_2,exogenous
NO_4__ws_forecast_total_mw,0.025406604352725497,NO_2,exogenous
NO_3__gen_Hydro_Water_Reservoir_Actual_Aggregated_share_lag_1,0.023825785118270087,NO_2,exogenous
NO_1__outage_unavailable_mw_lag_24,0.022249108678930436,NO_2,exogenous
NO_5__gas_price_eur_mwh_roll_mean_168,0.022151942440300738,NO_2,exogenous
NO_5__gen_Hydro_Water_Reservoir_Actual_Aggregated_share_lag_1,0.021022104516580195,NO_2,exogenous
NO_1__outage_event_count_lag_24,0.020740824860838177,NO_2,exogenous
NO_1__outage_event_count_lag_1,0.018725221712198842,NO_2,exogenous
NO_4__outage_event_count,0.018720322036656977,NO_2,exogenous
NO_3__gen_Hydro_Pumped_Storage_Actual_Aggregated_mw_lag_1,0.018319915087806223,NO_2,exogenous
NO_5__gen_Hydro_Run_of_river_and_poundage_Actual_Aggregated_mw_lag_1,0.01787653337218133,NO_2,exogenous
NO_3__flow_NO_3_to_NO_4_mw_lag_1,0.017660832181296673,NO_2,exogenous
NO_5__gas_price_eur_mwh_roll_std_168,0.017264843622523496,NO_2,exogenous
NO_3__gen_Hydro_Run_of_river_and_poundage_Actual_Aggregated_share_lag_1,0.017223660977159803,NO_2,exogenous
NO_3__ws_forecast_total_mw,0.01686398404597905,NO_2,exogenous
NO_3__gen_Wind_Onshore_Actual_Aggregated_share_lag_1,0.016735398542546943,NO_2,exogenous
outage_event_count_lag_1,0.01654776703175866,NO_2,exogenous
NO_1__flow_NO_1_to_NO_5_mw_lag_1,0.01468548884070485,NO_2,exogenous
outage_event_count_lag_24,0.014561872533253348,NO_2,exogenous
gen_Wind_Onshore_Actual_Aggregated_mw_lag_1,0.011824419106590876,NO_2,exogenous
NO_4__outage_event_count_lag_24,0.010764955803227833,NO_2,exogenous
NO_5__flow_NO_1_to_NO_5_mw_lag_1,0.0086910734562813,NO_2,exogenous
NO_4__gas_price_eur_mwh_roll_std_24,0.008534764401336666,NO_2,exogenous
NO_5__outage_event_count_lag_1,0.00746244750464686,NO_2,exogenous
flow_NO_2_to_NO_5_mw_lag_1,0.007295565909566458,NO_2,exogenous
NO_4__gas_price_eur_mwh_lag_168,0.007193452790490641,NO_2,exogenous
NO_4__outage_event_count_lag_1,0.007101987482041385,NO_2,exogenous
NO_5__gas_price_eur_mwh_roll_std_24,0.00556800092464217,NO_2,exogenous
NO_4__gas_price_eur_mwh_roll_mean_24,0.00481007475142956,NO_2,exogenous
NO_1__outage_unavailable_mw,0.004733580043401515,NO_2,exogenous
NO_4__flow_NO_3_to_NO_4_mw_lag_1,0.0031322195075901746,NO_2,exogenous
NO_1__outage_unavailable_mw_lag_1,0.0014447989892683133,NO_2,exogenous
NO_5__gas_price_eur_mwh_lag_168,0.0004727622399475999,NO_2,exogenous
NO_5__gas_price_eur_mwh_lag_1,0.0004518953578960181,NO_2,exogenous
gas_price_eur_mwh_roll_std_24,0.0004485722946062177,NO_2,exogenous
NO_5__gas_price_eur_mwh_lag_24,0.00034348919943053127,NO_2,exogenous
NO_5__gas_price_eur_mwh_roll_mean_24,0.0001414035817671603,NO_2,exogenous
gas_price_eur_mwh_lag_168,2.0316051757454652e-05,NO_2,exogenous
NO_3__ws_forecast_Solar_mw,0.0,NO_2,exogenous
NO_3__ws_forecast_Wind_Offshore_mw,0.0,NO_2,exogenous
NO_4__ws_forecast_Solar_mw,0.0,NO_2,exogenous
NO_4__ws_forecast_Wind_Offshore_mw,0.0,NO_2,exogenous
NO_3__gen_Solar_Actual_Aggregated_share_lag_1,0.0,NO_2,exogenous
NO_5__gen_Hydro_Pumped_Storage_Actual_Consumption_mw_lag_1,0.0,NO_2,exogenous
NO_5__gen_Hydro_Pumped_Storage_Actual_Consumption_share_lag_1,0.0,NO_2,exogenous
NO_3__gen_Solar_Actual_Aggregated_mw_lag_1,0.0,NO_2,exogenous
NO_5__ws_forecast_Solar_mw,0.0,NO_2,exogenous
NO_5__ws_forecast_total_mw,0.0,NO_2,exogenous
NO_1__ws_forecast_Solar_mw,0.0,NO_2,exogenous
NO_1__ws_forecast_Wind_Offshore_mw,0.0,NO_2,exogenous
NO_3__gen_Biomass_Actual_Aggregated_mw_lag_1,0.0,NO_2,exogenous
NO_5__ws_forecast_total_mw_lag_1,0.0,NO_2,exogenous
NO_5__ws_forecast_Wind_Onshore_mw,0.0,NO_2,exogenous
NO_5__ws_forecast_Wind_Offshore_mw,0.0,NO_2,exogenous
NO_3__gen_Hydro_Pumped_Storage_Actual_Consumption_share_lag_1,0.0,NO_2,exogenous
NO_3__gen_Hydro_Pumped_Storage_Actual_Consumption_mw_lag_1,0.0,NO_2,exogenous
NO_3__gen_Biomass_share_lag_1,0.0,NO_2,exogenous
NO_3__gen_Biomass_Actual_Aggregated_share_lag_1,0.0,NO_2,exogenous
gas_price_eur_mwh_roll_mean_24,0.0,NO_2,exogenous
gas_price_eur_mwh_roll_std_168,0.0,NO_2,exogenous
gas_price_eur_mwh_lag_24,0.0,NO_2,exogenous
gas_price_eur_mwh_roll_mean_168,0.0,NO_2,exogenous
gas_price_eur_mwh_lag_1,0.0,NO_2,exogenous
