feature,mean_abs_shap,zone,feature_set
price_eur_mwh_lag_1,25.997222124406,NO_1,autoregressive
price_eur_mwh_roll_mean_3,4.712318381685258,NO_1,autoregressive
price_eur_mwh_lag_2,3.2510129976611437,NO_1,autoregressive
hour,2.818977986134501,NO_1,autoregressive
price_eur_mwh_roll_mean_24,1.5986165019250669,NO_1,autoregressive
price_eur_mwh_lag_3,1.535841417493768,NO_1,autoregressive
price_eur_mwh_lag_24,0.8487561637340106,NO_1,autoregressive
price_eur_mwh_roll_mean_12,0.8078015670966829,NO_1,autoregressive
month,0.616064669120074,NO_1,autoregressive
price_eur_mwh_roll_std_12,0.5962353859764733,NO_1,autoregressive
price_eur_mwh_roll_mean_72,0.5765390649094384,NO_1,autoregressive
day_of_week,0.5745980234371049,NO_1,autoregressive
price_eur_mwh_roll_std_3,0.5625380348607324,NO_1,autoregressive
price_eur_mwh_roll_mean_6,0.554354511509774,NO_1,autoregressive
price_eur_mwh_lag_48,0.5020684759264258,NO_1,autoregressive
price_eur_mwh_lag_168,0.434261533175193,NO_1,autoregressive
price_eur_mwh_roll_std_6,0.376836980808324,NO_1,autoregressive
price_eur_mwh_roll_std_24,0.37551613317403,NO_1,autoregressive
price_eur_mwh_roll_std_72,0.3581551412225142,NO_1,autoregressive
price_eur_mwh_roll_mean_168,0.3069690469132734,NO_1,autoregressive
price_eur_mwh_roll_std_168,0.2683374649018154,NO_1,autoregressive
is_weekend,0.0678483245539425,NO_1,autoregressive
NO_4__gen_renewable_mw_lag_1,4.485537114881881,NO_1,exogenous
NO_4__gen_total_mw_lag_1,2.806313541826196,NO_1,exogenous
NO_2__gen_renewable_mw_lag_1,2.797672166875957,NO_1,exogenous
NO_4__outage_unavailable_mw_lag_168,2.18270133179583,NO_1,exogenous
gen_Hydro_Water_Reservoir_share_lag_1,1.9137073335290284,NO_1,exogenous
NO_4__gen_renewable_share_lag_1,1.7797892060546436,NO_1,exogenous
NO_3__gen_renewable_share_lag_1,1.6768560341499623,NO_1,exogenous
NO_2__load_forecast_mw,1.5526824697607169,NO_1,exogenous
NO_5__outage_event_count_roll_mean_168,1.5018402905807289,NO_1,exogenous
NO_3__gen_Hydro_Run_of_river_and_poundage_mw_lag_1,1.4224958099309386,NO_1,exogenous
gen_renewable_share_lag_1,1.4025616799796885,NO_1,exogenous
NO_2__gen_total_mw_lag_1,1.3384130295528185,NO_1,exogenous
NO_2__flow_NO_2_to_GB_mw_lag_1,1.2751939309843927,NO_1,exogenous
NO_5__gen_Hydro_Run_of_river_and_poundage_share_lag_1,1.1144493615828335,NO_1,exogenous
gen_Hydro_Run_of_river_and_poundage_mw_lag_1,1.0862726556536635,NO_1,exogenous
NO_2__gen_Hydro_Pumped_Storage_mw_lag_1,1.0494682247391063,NO_1,exogenous
NO_2__flow_NO_2_to_NL_mw_lag_1,0.927156744161657,NO_1,exogenous
NO_5__flow_total_mw_lag_1,0.9265301657643235,NO_1,exogenous
NO_5__gen_total_mw_lag_1,0.920102834817915,NO_1,exogenous
load_mw_roll_std_6,0.912182569007454,NO_1,exogenous
load_mw_roll_std_3,0.9051050879806243,NO_1,exogenous
NO_2__gen_Hydro_Water_Reservoir_mw_lag_1,0.888019413415963,NO_1,exogenous
NO_4__gen_Hydro_Run_of_river_and_poundage_mw_lag_1,0.8465460737978359,NO_1,exogenous
NO_5__load_mw_lag_168,0.8072141445505087,NO_1,exogenous
NO_2__load_mw_roll_mean_168,0.7938431858012134,NO_1,exogenous
NO_2__gas_price_eur_mwh_lag_1,0.7766413808329947,NO_1,exogenous
NO_4__load_mw_roll_mean_168,0.7672634952227871,NO_1,exogenous
NO_2__load_mw_lag_168,0.7248265763349626,NO_1,exogenous
NO_3__load_forecast_mw,0.71601622462399,NO_1,exogenous
NO_5__outage_unavailable_mw_roll_mean_168,0.7101766095600589,NO_1,exogenous
NO_2__gen_Hydro_Water_Reservoir_share_lag_1,0.6977818406509929,NO_1,exogenous
NO_5__gen_Hydro_Pumped_Storage_mw_lag_1,0.5851641718408318,NO_1,exogenous
NO_2__gas_price_eur_mwh_roll_mean_168,0.5762387012969583,NO_1,exogenous
flow_NO_1_to_SE_3_mw_lag_1,0.5740530467830042,NO_1,exogenous
NO_2__outage_event_count_roll_mean_168,0.5661124673389202,NO_1,exogenous
NO_4__outage_unavailable_mw_roll_mean_168,0.5395896725535753,NO_1,exogenous
NO_2__ws_forecast_Wind_Onshore_mw,0.5331129625883902,NO_1,exogenous
NO_3__gen_Hydro_Run_of_river_and_poundage_share_lag_1,0.5206183066400529,NO_1,exogenous
NO_5__load_mw_lag_3,0.4918157263907334,NO_1,exogenous
load_mw_roll_std_12,0.46251318266376623,NO_1,exogenous
NO_2__flow_NO_2_to_DK_1_mw_lag_1,0.45281032813757727,NO_1,exogenous
NO_2__load_mw_lag_3,0.4523403579263871,NO_1,exogenous
NO_2__gen_renewable_share_lag_1,0.44500871882267057,NO_1,exogenous
load_mw_lag_24,0.4430881332884526,NO_1,exogenous
NO_2__gas_price_eur_mwh_lag_168,0.4319793239532139,NO_1,exogenous
NO_5__load_mw_roll_mean_168,0.42596328336164613,NO_1,exogenous
NO_5__gen_renewable_mw_lag_1,0.42525683068757997,NO_1,exogenous
NO_2__ws_forecast_total_mw_lag_1,0.4146524970991347,NO_1,exogenous
load_forecast_mw,0.40428030101511814,NO_1,exogenous
NO_5__load_mw_lag_24,0.3865114523198894,NO_1,exogenous
NO_2__gas_price_eur_mwh_lag_24,0.3804492353273467,NO_1,exogenous
NO_2__gen_Hydro_Run_of_river_and_poundage_share_lag_1,0.3754607033499823,NO_1,exogenous
NO_5__load_forecast_mw,0.3696849154062631,NO_1,exogenous
load_mw_lag_168,0.363265951511203,NO_1,exogenous
NO_2__gen_Hydro_Pumped_Storage_share_lag_1,0.3594047016672084,NO_1,exogenous
NO_2__flow_total_mw_lag_24,0.3555460287377845,NO_1,exogenous
NO_3__load_mw_roll_mean_168,0.34413073039251313,NO_1,exogenous
NO_2__gen_Hydro_Run_of_river_and_poundage_Actual_Aggregated_share_lag_1,0.34329027433715714,NO_1,exogenous
NO_2__gas_price_eur_mwh_roll_std_24,0.3432441176099211,NO_1,exogenous
NO_4__load_forecast_mw,0.34229235947979186,NO_1,exogenous
NO_2__load_mw_lag_24,0.34001696395844355,NO_1,exogenous
NO_2__outage_event_count_roll_mean_24,0.33285136964791606,NO_1,exogenous
NO_5__gen_Hydro_Pumped_Storage_share_lag_1,0.3240178551937187,NO_1,exogenous
gen_total_mw_lag_1,0.32169512211612816,NO_1,exogenous
NO_4__outage_event_count_roll_mean_168,0.3101795075819799,NO_1,exogenous
NO_2__load_mw_roll_std_3,0.2987942180013744,NO_1,exogenous
NO_5__gen_renewable_share_lag_1,0.29573964541745684,NO_1,exogenous
flow_total_mw_lag_168,0.2891859315888131,NO_1,exogenous
NO_5__load_mw_roll_std_6,0.2876380545056608,NO_1,exogenous
NO_2__outage_unavailable_mw,0.28549550058018364,NO_1,exogenous
gen_renewable_mw_lag_1,0.27997671569459015,NO_1,exogenous
NO_3__gas_price_eur_mwh_lag_1,0.2784578677334324,NO_1,exogenous
NO_5__flow_total_mw_lag_168,0.27592943198586517,NO_1,exogenous
NO_4__flow_total_mw_lag_24,0.26938504285753495,NO_1,exogenous
outage_event_count_roll_mean_168,0.26302084552873445,NO_1,exogenous
NO_2__load_mw_roll_mean_12,0.2560554866759932,NO_1,exogenous
NO_4__flow_total_mw_lag_168,0.2558400424439318,NO_1,exogenous
NO_3__flow_NO_3_to_NO_5_mw_lag_1,0.2555808285949232,NO_1,exogenous
NO_5__outage_event_count,0.2512239029042002,NO_1,exogenous
NO_2__load_forecast_mw_lag_1,0.25035924723622666,NO_1,exogenous
NO_3__load_mw_lag_3,0.24982860979907015,NO_1,exogenous
NO_2__gas_price_eur_mwh_roll_std_168,0.24865983270388575,NO_1,exogenous
load_mw_roll_mean_168,0.24349050533242275,NO_1,exogenous
NO_4__outage_unavailable_mw_lag_24,0.2397701908405128,NO_1,exogenous
load_mw_roll_mean_12,0.23841488369413694,NO_1,exogenous
NO_4__ws_forecast_Wind_Onshore_mw,0.22605310809708426,NO_1,exogenous
load_mw_lag_3,0.2252068318383641,NO_1,exogenous
NO_2__load_mw_roll_mean_24,0.21818789909260033,NO_1,exogenous
NO_2__outage_unavailable_mw_roll_mean_168,0.2175384142113434,NO_1,exogenous
NO_2__gen_Hydro_Pumped_Storage_Actual_Aggregated_mw_lag_1,0.20281743395708868,NO_1,exogenous
NO_2__outage_unavailable_mw_roll_mean_24,0.2018184952536129,NO_1,exogenous
NO_3__load_mw_lag_168,0.19523713706565482,NO_1,exogenous
NO_2__flow_total_mw_lag_1,0.19510461812728094,NO_1,exogenous
NO_5__load_mw_roll_mean_6,0.19426725092679026,NO_1,exogenous
NO_4__load_mw_roll_std_168,0.18706554134069073,NO_1,exogenous
NO_2__flow_NO_1_to_NO_2_mw_lag_1,0.1852747230476509,NO_1,exogenous
NO_2__gen_Hydro_Run_of_river_and_poundage_Actual_Aggregated_mw_lag_1,0.184430115203699,NO_1,exogenous
NO_5__load_forecast_mw_lag_1,0.17851124532897605,NO_1,exogenous
NO_5__gen_Hydro_Water_Reservoir_mw_lag_1,0.1764225765402349,NO_1,exogenous
NO_4__gen_Hydro_Water_Reservoir_mw_lag_1,0.17576848346204632,NO_1,exogenous
NO_2__gen_Wind_Onshore_share_lag_1,0.1736974823203284,NO_1,exogenous
NO_4__flow_total_mw_lag_1,0.17353371183879532,NO_1,exogenous
NO_5__load_mw_roll_std_12,0.17211651070208747,NO_1,exogenous
NO_3__load_mw_roll_std_12,0.1685142197901827,NO_1,exogenous
NO_2__ws_forecast_total_mw,0.16365947810107281,NO_1,exogenous
NO_4__gen_Hydro_Water_Reservoir_share_lag_1,0.16167982445777257,NO_1,exogenous
ws_forecast_total_mw_lag_1,0.16164113133769106,NO_1,exogenous
NO_2__gas_price_eur_mwh_roll_mean_24,0.15913449742243554,NO_1,exogenous
flow_total_mw_lag_1,0.158962342195751,NO_1,exogenous
NO_3__gas_price_eur_mwh_roll_mean_168,0.1567004921076014,NO_1,exogenous
NO_5__flow_total_mw_lag_24,0.15627888168130685,NO_1,exogenous
NO_3__gen_Hydro_Water_Reservoir_mw_lag_1,0.15626740172340925,NO_1,exogenous
NO_3__flow_NO_1_to_NO_3_mw_lag_1,0.15573551050261275,NO_1,exogenous
NO_4__gen_Hydro_Run_of_river_and_poundage_share_lag_1,0.15307352087992773,NO_1,exogenous
NO_5__flow_NO_3_to_NO_5_mw_lag_1,0.15013304007503417,NO_1,exogenous
NO_2__load_mw_roll_std_12,0.1480940127100257,NO_1,exogenous
NO_4__ws_forecast_total_mw_lag_1,0.14795555402713206,NO_1,exogenous
NO_5__load_mw_roll_mean_3,0.14586080209898275,NO_1,exogenous
NO_4__outage_unavailable_mw,0.14419185278344956,NO_1,exogenous
NO_4__outage_event_count_roll_mean_24,0.1421821144048419,NO_1,exogenous
flow_total_mw_lag_24,0.14072800928129686,NO_1,exogenous
NO_2__load_mw_roll_std_24,0.14058933131697407,NO_1,exogenous
NO_3__load_mw_roll_std_6,0.13814667997673155,NO_1,exogenous
NO_3__load_mw_lag_24,0.13770265175580482,NO_1,exogenous
NO_4__flow_NO_4_to_FI_mw_lag_1,0.1370256711478582,NO_1,exogenous
NO_5__outage_unavailable_mw_lag_168,0.13473988865814585,NO_1,exogenous
NO_2__load_mw_roll_mean_6,0.13379909042401547,NO_1,exogenous
NO_4__load_mw_roll_mean_6,0.1331910549846023,NO_1,exogenous
NO_5__gen_Hydro_Run_of_river_and_poundage_mw_lag_1,0.129416266351448,NO_1,exogenous
NO_2__outage_unavailable_mw_lag_1,0.12912698512502888,NO_1,exogenous
NO_5__gen_Hydro_Water_Reservoir_Actual_Aggregated_mw_lag_1,0.1282973236265862,NO_1,exogenous
NO_4__outage_unavailable_mw_roll_mean_24,0.12462249383194679,NO_1,exogenous
NO_2__gen_Hydro_Water_Reservoir_Actual_Aggregated_mw_lag_1,0.12332981661311652,NO_1,exogenous
NO_2__load_mw_roll_std_168,0.1225640604723377,NO_1,exogenous
NO_5__load_mw_roll_mean_12,0.1213277273122239,NO_1,exogenous
NO_3__load_forecast_mw_lag_1,0.11934211842675206,NO_1,exogenous
NO_2__load_mw_roll_mean_3,0.11577893426115951,NO_1,exogenous
NO_4__gen_Wind_Onshore_mw_lag_1,0.11275780010128589,NO_1,exogenous
load_mw_roll_std_24,0.11108654906579779,NO_1,exogenous
NO_4__load_mw_roll_std_12,0.10970969725620368,NO_1,exogenous
NO_4__load_mw_roll_mean_12,0.10943229151028591,NO_1,exogenous
NO_3__load_mw_roll_mean_6,0.10933311242730565,NO_1,exogenous
NO_3__gas_price_eur_mwh_lag_24,0.10908649193725717,NO_1,exogenous
NO_3__gen_Wind_Onshore_share_lag_1,0.1090780814029341,NO_1,exogenous
NO_3__flow_total_mw_lag_24,0.10883328586757314,NO_1,exogenous
NO_3__gen_Hydro_Pumped_Storage_mw_lag_1,0.10749263190163462,NO_1,exogenous
NO_2__gen_Hydro_Water_Reservoir_Actual_Aggregated_share_lag_1,0.10705263456193888,NO_1,exogenous
load_mw_roll_std_168,0.10673148658634006,NO_1,exogenous
NO_2__outage_unavailable_mw_lag_168,0.10644852700672193,NO_1,exogenous
NO_2__gen_Hydro_Pumped_Storage_Actual_Aggregated_share_lag_1,0.102652216312718,NO_1,exogenous
NO_3__gas_price_eur_mwh_roll_std_24,0.10219238506133914,NO_1,exogenous
NO_3__load_mw_roll_mean_3,0.10219028317706642,NO_1,exogenous
NO_4__load_mw_lag_3,0.10100725273482918,NO_1,exogenous
NO_4__load_mw_roll_std_6,0.10056159166391573,NO_1,exogenous
NO_5__load_mw_lag_1,0.09809252338828033,NO_1,exogenous
NO_3__load_mw_roll_mean_24,0.09550309879764758,NO_1,exogenous
NO_2__load_mw_roll_std_6,0.09517523919466839,NO_1,exogenous
gen_Hydro_Water_Reservoir_mw_lag_1,0.09441449763110858,NO_1,exogenous
NO_3__load_mw_roll_std_168,0.09412456995927343,NO_1,exogenous
NO_3__gas_price_eur_mwh_lag_168,0.09388373984740948,NO_1,exogenous
NO_2__gen_Hydro_Run_of_river_and_poundage_mw_lag_1,0.0931213566073718,NO_1,exogenous
NO_2__flow_total_mw_lag_168,0.09095171726377661,NO_1,exogenous
NO_4__outage_unavailable_mw_lag_1,0.09005983140727412,NO_1,exogenous
NO_3__flow_total_mw_lag_168,0.0878472043945507,NO_1,exogenous
NO_5__outage_unavailable_mw,0.08399833061489084,NO_1,exogenous
NO_5__outage_unavailable_mw_lag_24,0.08214317141900088,NO_1,exogenous
NO_5__load_mw_roll_std_168,0.08211738904464887,NO_1,exogenous
NO_2__outage_event_count_lag_168,0.08136910041017374,NO_1,exogenous
NO_5__outage_event_count_lag_24,0.08136698515299659,NO_1,exogenous
ws_forecast_Wind_Onshore_mw,0.08060222195782818,NO_1,exogenous
NO_5__outage_event_count_roll_mean_24,0.08057003425665055,NO_1,exogenous
load_mw_roll_mean_3,0.0802529169933513,NO_1,exogenous
NO_5__load_mw_roll_std_3,0.07932376650922271,NO_1,exogenous
gen_Hydro_Run_of_river_and_poundage_share_lag_1,0.07751732547972219,NO_1,exogenous
NO_5__outage_event_count_lag_168,0.07693912793730634,NO_1,exogenous
NO_4__load_mw_roll_std_24,0.07528900018642586,NO_1,exogenous
NO_5__gen_Hydro_Water_Reservoir_Actual_Aggregated_share_lag_1,0.07387607674175224,NO_1,exogenous
NO_4__load_mw_roll_mean_3,0.07347967279034033,NO_1,exogenous
NO_3__gen_Hydro_Run_of_river_and_poundage_Actual_Aggregated_mw_lag_1,0.07312816079356928,NO_1,exogenous
load_mw_roll_mean_6,0.07272677022817936,NO_1,exogenous
NO_4__outage_event_count_lag_168,0.07190826427724094,NO_1,exogenous
flow_NO_1_to_NO_2_mw_lag_1,0.0706121126339847,NO_1,exogenous
gen_Wind_Onshore_mw_lag_1,0.06962582410902335,NO_1,exogenous
NO_4__load_mw_lag_168,0.06865663528864205,NO_1,exogenous
NO_3__load_mw_roll_mean_12,0.06853163781121768,NO_1,exogenous
NO_4__load_forecast_mw_lag_1,0.06749048232965695,NO_1,exogenous
load_forecast_mw_lag_1,0.0658684256360535,NO_1,exogenous
gen_Solar_share_lag_1,0.06583313478280736,NO_1,exogenous
NO_5__gen_Hydro_Water_Reservoir_share_lag_1,0.06550992225013975,NO_1,exogenous
NO_3__gas_price_eur_mwh_roll_std_168,0.065276921202889,NO_1,exogenous
NO_2__outage_unavailable_mw_lag_24,0.06433700609415362,NO_1,exogenous
gen_Solar_mw_lag_1,0.06428443513684602,NO_1,exogenous
load_mw_roll_mean_24,0.06303860089669552,NO_1,exogenous
NO_2__load_mw_lag_1,0.062471737672450026,NO_1,exogenous
NO_4__ws_forecast_total_mw,0.06181981259787311,NO_1,exogenous
NO_3__flow_NO_3_to_SE_2_mw_lag_1,0.0617279217247952,NO_1,exogenous
NO_5__load_mw_roll_std_24,0.060722296188106574,NO_1,exogenous
NO_4__load_mw_roll_mean_24,0.059646965850702324,NO_1,exogenous
NO_4__load_mw_lag_24,0.0591854531343798,NO_1,exogenous
NO_3__flow_total_mw_lag_1,0.05909837198517389,NO_1,exogenous
NO_4__flow_NO_4_to_SE_2_mw_lag_1,0.058340788965322646,NO_1,exogenous
load_mw_lag_1,0.05716136089209403,NO_1,exogenous
NO_3__gas_price_eur_mwh_roll_mean_24,0.05692080189217138,NO_1,exogenous
NO_2__gen_Wind_Onshore_Actual_Aggregated_share_lag_1,0.05660321153295429,NO_1,exogenous
NO_5__load_mw_roll_mean_24,0.0543369848199502,NO_1,exogenous
outage_unavailable_mw_roll_mean_168,0.053637060496826476,NO_1,exogenous
NO_4__load_mw_roll_std_3,0.05358148465547997,NO_1,exogenous
NO_3__ws_forecast_Wind_Onshore_mw,0.05352648661837798,NO_1,exogenous
NO_3__load_mw_lag_1,0.053430711112719166,NO_1,exogenous
NO_4__load_mw_lag_1,0.05245879925878826,NO_1,exogenous
NO_3__gen_Hydro_Pumped_Storage_Actual_Aggregated_share_lag_1,0.052176802083865506,NO_1,exogenous
outage_event_count_roll_mean_24,0.05189207348576072,NO_1,exogenous
NO_5__gen_Hydro_Pumped_Storage_Actual_Aggregated_share_lag_1,0.05177624260642188,NO_1,exogenous
NO_3__load_mw_roll_std_3,0.05158198995752165,NO_1,exogenous
NO_3__gen_Hydro_Water_Reservoir_share_lag_1,0.05134051810359688,NO_1,exogenous
NO_4__flow_NO_4_to_SE_1_mw_lag_1,0.051318748998241424,NO_1,exogenous
NO_3__load_mw_roll_std_24,0.05103375073826368,NO_1,exogenous
NO_5__gen_Hydro_Run_of_river_and_poundage_Actual_Aggregated_share_lag_1,0.04914403749151406,NO_1,exogenous
gen_Wind_Onshore_share_lag_1,0.04880067519370747,NO_1,exogenous
NO_5__outage_unavailable_mw_lag_1,0.04858375866374476,NO_1,exogenous
NO_2__flow_NO_2_to_NO_5_mw_lag_1,0.047804603140384934,NO_1,exogenous
NO_3__gen_Hydro_Pumped_Storage_share_lag_1,0.045173293812896774,NO_1,exogenous
NO_3__gen_renewable_mw_lag_1,0.04479806778563104,NO_1,exogenous
NO_4__outage_event_count,0.0447153679322149,NO_1,exogenous
NO_5__outage_unavailable_mw_roll_mean_24,0.04262505416351982,NO_1,exogenous
NO_4__gas_price_eur_mwh_lag_1,0.04164215818454207,NO_1,exogenous
NO_5__gen_Hydro_Pumped_Storage_Actual_Aggregated_mw_lag_1,0.04005172492790789,NO_1,exogenous
NO_2__outage_event_count,0.039892386547154865,NO_1,exogenous
outage_event_count_lag_168,0.039745432544303703,NO_1,exogenous
NO_4__gas_price_eur_mwh_roll_mean_168,0.03897643507710142,NO_1,exogenous
NO_3__gen_Wind_Onshore_Actual_Aggregated_mw_lag_1,0.03818931241852302,NO_1,exogenous
outage_unavailable_mw_lag_168,0.03753188524229186,NO_1,exogenous
outage_event_count,0.03748137398134075,NO_1,exogenous
NO_2__gen_Wind_Onshore_mw_lag_1,0.03685976248644975,NO_1,exogenous
NO_3__gen_Hydro_Water_Reservoir_Actual_Aggregated_mw_lag_1,0.03587278628368772,NO_1,exogenous
NO_4__gen_Wind_Onshore_share_lag_1,0.03424516283714317,NO_1,exogenous
NO_3__gen_Hydro_Water_Reservoir_Actual_Aggregated_share_lag_1,0.031072059955972137,NO_1,exogenous
NO_3__gen_Wind_Onshore_mw_lag_1,0.030665688348920788,NO_1,exogenous
NO_3__ws_forecast_total_mw_lag_1,0.03045867461064177,NO_1,exogenous
NO_3__gen_Wind_Onshore_Actual_Aggregated_share_lag_1,0.028412289284400843,NO_1,exogenous
flow_NO_1_to_NO_3_mw_lag_1,0.028072626456409386,NO_1,exogenous
NO_3__gen_total_mw_lag_1,0.0278773850418313,NO_1,exogenous
NO_3__gen_Hydro_Run_of_river_and_poundage_Actual_Aggregated_share_lag_1,0.02677100016383021,NO_1,exogenous
NO_4__gas_price_eur_mwh_roll_std_24,0.02401002878884401,NO_1,exogenous
NO_5__gen_Hydro_Run_of_river_and_poundage_Actual_Aggregated_mw_lag_1,0.02135945261099921,NO_1,exogenous
NO_2__outage_event_count_lag_1,0.02087326335844299,NO_1,exogenous
NO_3__gen_Hydro_Pumped_Storage_Actual_Aggregated_mw_lag_1,0.01987095488084592,NO_1,exogenous
NO_5__flow_NO_1_to_NO_5_mw_lag_1,0.018676642972127726,NO_1,exogenous
NO_2__outage_event_count_lag_24,0.018342932510913675,NO_1,exogenous
NO_3__ws_forecast_total_mw,0.016335243317175882,NO_1,exogenous
NO_2__gen_Wind_Onshore_Actual_Aggregated_mw_lag_1,0.01577548980402879,NO_1,exogenous
NO_4__gas_price_eur_mwh_roll_std_168,0.015405843136015732,NO_1,exogenous
ws_forecast_total_mw,0.015205421935029644,NO_1,exogenous
NO_3__flow_NO_3_to_NO_4_mw_lag_1,0.014209442895283244,NO_1,exogenous
NO_4__gas_price_eur_mwh_lag_168,0.013432178902097122,NO_1,exogenous
NO_4__gas_price_eur_mwh_lag_24,0.011672934837588933,NO_1,exogenous
NO_5__outage_event_count_lag_1,0.011481574408177191,NO_1,exogenous
NO_5__flow_NO_2_to_NO_5_mw_lag_1,0.010956348393015455,NO_1,exogenous
outage_event_count_lag_1,0.01094335275483833,NO_1,exogenous
outage_unavailable_mw_lag_24,0.010105117285310009,NO_1,exogenous
outage_unavailable_mw_roll_mean_24,0.009378016506870574,NO_1,exogenous
NO_4__gas_price_eur_mwh_roll_mean_24,0.0086052544210081,NO_1,exogenous
NO_4__outage_event_count_lag_1,0.008088076119566896,NO_1,exogenous
NO_4__outage_event_count_lag_24,0.007610470960286427,NO_1,exogenous
flow_NO_1_to_NO_5_mw_lag_1,0.0067997987164557724,NO_1,exogenous
NO_5__gas_price_eur_mwh_roll_mean_24,0.003257916570641662,NO_1,exogenous
NO_4__flow_NO_3_to_NO_4_mw_lag_1,0.002322208675306382,NO_1,exogenous
NO_5__gas_price_eur_mwh_lag_168,0.0019558595154264198,NO_1,exogenous
NO_5__gas_price_eur_mwh_roll_std_168,0.0017897485728876849,NO_1,exogenous
NO_5__gas_price_eur_mwh_roll_std_24,0.0011746475107151644,NO_1,exogenous
NO_5__gas_price_eur_mwh_lag_24,0.0011177724710089833,NO_1,exogenous
NO_5__gas_price_eur_mwh_roll_mean_168,0.0007893581775113626,NO_1,exogenous
gas_price_eur_mwh_lag_24,0.000753865359654443,NO_1,exogenous
NO_5__gas_price_eur_mwh_lag_1,0.0007488560296600537,NO_1,exogenous
outage_event_count_lag_24,0.0006363450649456618,NO_1,exogenous
outage_unavailable_mw_lag_1,0.0005988422008532137,NO_1,exogenous
outage_unavailable_mw,0.0003860982582031623,NO_1,exogenous
gas_price_eur_mwh_roll_std_168,0.00026015099027794917,NO_1,exogenous
gas_price_eur_mwh_lag_168,0.00016239521072132675,NO_1,exogenous
NO_2__gen_Wind_Offshore_Actual_Consumption_share_lag_1,0.0,NO_1,exogenous
NO_2__gen_Wind_Offshore_Actual_Consumption_mw_lag_1,0.0,NO_1,exogenous
NO_2__gen_Hydro_Pumped_Storage_Actual_Consumption_mw_lag_1,0.0,NO_1,exogenous
NO_3__ws_forecast_Solar_mw,0.0,NO_1,exogenous
NO_3__ws_forecast_Wind_Offshore_mw,0.0,NO_1,exogenous
gen_Biomass_mw_lag_1,0.0,NO_1,exogenous
gen_Biomass_share_lag_1,0.0,NO_1,exogenous
gas_price_eur_mwh_roll_mean_24,0.0,NO_1,exogenous
gas_price_eur_mwh_roll_std_24,0.0,NO_1,exogenous
NO_3__gen_Solar_Actual_Aggregated_mw_lag_1,0.0,NO_1,exogenous
NO_3__gen_Solar_Actual_Aggregated_share_lag_1,0.0,NO_1,exogenous
NO_2__gen_Wind_Offshore_Actual_Aggregated_mw_lag_1,0.0,NO_1,exogenous
NO_2__gen_Wind_Offshore_Actual_Aggregated_share_lag_1,0.0,NO_1,exogenous
NO_2__gen_Hydro_Pumped_Storage_Actual_Consumption_share_lag_1,0.0,NO_1,exogenous
NO_4__ws_forecast_Wind_Offshore_mw,0.0,NO_1,exogenous
NO_4__ws_forecast_Solar_mw,0.0,NO_1,exogenous
NO_3__gen_Biomass_share_lag_1,0.0,NO_1,exogenous
NO_3__gen_Hydro_Pumped_Storage_Actual_Consumption_mw_lag_1,0.0,NO_1,exogenous
NO_3__gen_Hydro_Pumped_Storage_Actual_Consumption_share_lag_1,0.0,NO_1,exogenous
NO_5__gen_Hydro_Pumped_Storage_Actual_Consumption_mw_lag_1,0.0,NO_1,exogenous
NO_5__gen_Hydro_Pumped_Storage_Actual_Consumption_share_lag_1,0.0,NO_1,exogenous
NO_3__gen_Biomass_Actual_Aggregated_mw_lag_1,0.0,NO_1,exogenous
NO_3__gen_Biomass_Actual_Aggregated_share_lag_1,0.0,NO_1,exogenous
NO_3__gen_Biomass_mw_lag_1,0.0,NO_1,exogenous
NO_2__ws_forecast_Solar_mw,0.0,NO_1,exogenous
NO_2__ws_forecast_Wind_Offshore_mw,0.0,NO_1,exogenous
NO_5__ws_forecast_total_mw_lag_1,0.0,NO_1,exogenous
gas_price_eur_mwh_roll_mean_168,0.0,NO_1,exogenous
gas_price_eur_mwh_lag_1,0.0,NO_1,exogenous
NO_5__ws_forecast_total_mw,0.0,NO_1,exogenous
NO_5__ws_forecast_Solar_mw,0.0,NO_1,exogenous
NO_5__ws_forecast_Wind_Offshore_mw,0.0,NO_1,exogenous
NO_5__ws_forecast_Wind_Onshore_mw,0.0,NO_1,exogenous
ws_forecast_Solar_mw,0.0,NO_1,exogenous
ws_forecast_Wind_Offshore_mw,0.0,NO_1,exogenous
price_eur_mwh_lag_1,23.795569488056447,NO_1,full
NO_5__price_eur_mwh_lag_1,2.2649301032478193,NO_1,full
hour,1.6257643440585814,NO_1,full
NO_2__price_eur_mwh_lag_1,1.4635080929133395,NO_1,full
price_eur_mwh_lag_2,1.4585905315035015,NO_1,full
price_eur_mwh_roll_mean_3,1.4311928685986455,NO_1,full
price_eur_mwh_roll_mean_24,0.6238946119573201,NO_1,full
NO_2__price_eur_mwh_lag_2,0.5439528038729815,NO_1,full
load_mw_roll_std_6,0.5327795903765983,NO_1,full
price_eur_mwh_lag_24,0.4912564108443766,NO_1,full
load_mw_roll_std_3,0.48232363083611796,NO_1,full
NO_2__load_forecast_mw,0.43016776237474996,NO_1,full
NO_5__price_eur_mwh_roll_mean_24,0.34121474311744937,NO_1,full
NO_2__price_eur_mwh_lag_3,0.32689257537637,NO_1,full
price_eur_mwh_lag_3,0.31351359705729487,NO_1,full
NO_5__price_eur_mwh_lag_2,0.28793336614466875,NO_1,full
load_mw_roll_std_12,0.27337873903439064,NO_1,full
